,0,1,2,3
0,-0.023181615,0.0065524015,-0.013830786,-0.024446908
1,-0.023050567,0.20186993,-0.014319724,-0.32146132
2,-0.019013168,0.39719287,-0.02074895,-0.6186255
3,-0.011069311,0.5925984,-0.03312146,-0.91777045
4,0.00078265666,0.7881521,-0.05147687,-1.2206761
5,0.016545698,0.9838983,-0.07589039,-1.5290339
6,0.036223665,0.78976923,-0.10647107,-1.2609689
7,0.05201905,0.9860796,-0.13169044,-1.5850103
8,0.07174064,0.79274654,-0.16339065,-1.3361269
9,0.087595575,0.98950607,-0.19011319,-1.6751587
10,-0.03383743,0.027817428,0.030882178,-0.0108369645
11,-0.03328108,0.22248319,0.030665439,-0.29361847
12,-0.028831419,0.41715482,0.02479307,-0.57647437
13,-0.020488322,0.6119206,0.013263582,-0.8612449
14,-0.00824991,0.41662058,-0.003961316,-0.56442124
15,8.2502345e-05,0.61179787,-0.01524974,-0.8583495
16,0.01231846,0.41688696,-0.03241673,-0.5705004
17,0.0206562,0.22223426,-0.043826737,-0.28820357
18,0.025100885,0.4179529,-0.04959081,-0.59438056
19,0.033459943,0.61373264,-0.06147842,-0.9022628
20,0.045734596,0.8096311,-0.079523675,-1.2136188
21,0.061927218,0.6156203,-0.10379605,-0.94687754
22,0.07423963,0.4220377,-0.1227336,-0.68852764
23,0.082680374,0.61863,-0.13650416,-1.017191
24,0.09505298,0.81528157,-0.15684797,-1.3494321
25,0.111358605,0.6224391,-0.18383662,-1.1096437
26,0.12380739,0.81943727,-0.20602949,-1.4539058
27,-0.0067564324,0.033860676,-0.003999137,-0.0153820915
28,-0.006079219,-0.1612037,-0.004306779,0.27603638
29,-0.009303293,0.03397944,0.0012139489,-0.018001787
30,-0.008623704,-0.1611599,0.0008539132,0.2750639
31,-0.011846902,0.033949856,0.006355191,-0.017349573
32,-0.011167905,0.2289801,0.0060082,-0.3080206
33,-0.0065883035,0.4240159,-0.00015221225,-0.5988027
34,0.001892015,0.61914,-0.012128266,-0.89153355
35,0.014274815,0.81442434,-0.029958935,-1.1880041
36,0.030563302,1.0099217,-0.053719018,-1.489925
37,0.050761733,1.205655,-0.08351752,-1.7988874
38,0.07487483,1.0115607,-0.119495265,-1.5332863
39,0.09510605,1.2079024,-0.150161,-1.8607469
40,0.119264096,1.4043188,-0.18737593,-2.1960375
41,0.027913678,-0.0021020838,-0.025821244,0.041394606
42,0.027871637,-0.19684443,-0.024993353,0.32582015
43,0.023934748,-0.39160177,-0.01847695,0.6105176
44,0.016102713,-0.19622649,-0.0062665967,0.31207284
45,0.0121781835,-0.39125863,-2.5139796e-05,0.6027729
46,0.0043530106,-0.58638024,0.012030318,0.8954479
47,-0.0073745935,-0.39142343,0.029939277,0.6065707
48,-0.015203062,-0.58695096,0.04207069,0.90853137
49,-0.026942082,-0.39242294,0.06024132,0.6293627
50,-0.03479054,-0.19819109,0.072828576,0.35624367
51,-0.038754363,-0.004176075,0.07995345,0.087385274
52,-0.038837884,0.18971421,0.08170115,-0.17903978
53,-0.035043597,-0.006476092,0.07812036,0.13825744
54,-0.03517312,-0.20262499,0.08088551,0.4545275
55,-0.03922562,-0.3987919,0.08997606,0.77157027
56,-0.04720146,-0.5950292,0.10540746,1.0911528
57,-0.059102044,-0.7913704,0.12723051,1.4149624
58,-0.07492945,-0.5980334,0.15552977,1.164606
59,-0.08689012,-0.40523973,0.17882188,0.92444766
60,-0.09499491,-0.6022675,0.19731084,1.2675705
61,0.00074594433,-0.02621861,0.0063412343,0.02785359
62,0.00022157212,-0.22143093,0.006898306,0.32253048
63,-0.0042070462,-0.4166504,0.013348916,0.61738086
64,-0.0125400545,-0.6119563,0.025696533,0.914238
65,-0.02477918,-0.41719115,0.04398129,0.6297407
66,-0.033123005,-0.61289835,0.056576107,0.93594396
67,-0.045380972,-0.41858318,0.07529499,0.6615621
68,-0.053752635,-0.6146676,0.08852623,0.97697115
69,-0.066045985,-0.42083716,0.10806565,0.71335673
70,-0.07446273,-0.22736412,0.12233278,0.45654958
71,-0.07901001,-0.034164835,0.13146378,0.20479263
72,-0.07969331,0.15885606,0.13555963,-0.043701246
73,-0.07651619,0.35180002,0.1346856,-0.29072946
74,-0.06948019,0.5447701,0.12887101,-0.5380853
75,-0.058584783,0.73786724,0.11810931,-0.78754574
76,-0.04382744,0.5413381,0.10235839,-0.46016237
77,-0.033000678,0.34492958,0.093155146,-0.13705075
78,-0.026102087,0.14860535,0.09041413,0.18350676
79,-0.02312998,0.3423251,0.09408427,-0.079340406
80,-0.016283477,0.5359812,0.09249746,-0.34091988
81,-0.0055638533,0.33967328,0.08567906,-0.020561267
82,0.0012296124,0.14343375,0.085267834,0.29787707
83,0.0040982873,-0.052793633,0.09122538,0.61618716
84,0.0030424148,0.14094336,0.10354912,0.35357314
85,0.005861282,0.33445218,0.11062059,0.09525374
86,0.012550326,0.13793291,0.11252566,0.42068708
87,0.015308984,-0.058588546,0.120939404,0.74661773
88,0.014137213,0.1346756,0.13587175,0.49430853
89,0.016830726,-0.06207462,0.14575793,0.8265374
90,0.015589233,0.13078554,0.16228868,0.58301604
91,0.018204944,-0.06619335,0.17394899,0.9221056
92,0.016881077,0.12620582,0.19239111,0.6887456
93,0.019405194,-0.0709917,0.20616601,1.0352991
94,-0.030476073,0.03870981,0.037712965,0.002171907
95,-0.029701877,0.23327117,0.037756402,-0.27837765
96,-0.025036454,0.42783472,0.032188848,-0.5589172
97,-0.016479759,0.6224904,0.021010505,-0.8412876
98,-0.004029951,0.42708805,0.004184752,-0.5420721
99,0.00451181,0.62215096,-0.0066566914,-0.83343357
100,0.016954828,0.8173632,-0.023325363,-1.1282026
101,0.03330209,1.0127828,-0.045889415,-1.4281093
102,0.05355775,0.81825674,-0.0744516,-1.150114
103,0.06992289,0.62418115,-0.097453885,-0.8816757
104,0.082406506,0.43050838,-0.1150874,-0.6211511
105,0.09101667,0.23716575,-0.12751041,-0.36681673
106,0.09575999,0.43384722,-0.13484675,-0.69683033
107,0.104436934,0.24082738,-0.14878336,-0.4494539
108,0.10925348,0.048088524,-0.15777244,-0.20712072
109,0.110215254,0.24507341,-0.16191486,-0.545121
110,0.11511672,0.44205576,-0.17281727,-0.8841252
111,0.123957835,0.63904977,-0.19049978,-1.2257704
112,0.010151101,-0.025976496,0.042602815,0.04533725
113,0.009631571,-0.22168264,0.043509558,0.35115153
114,0.0051979185,-0.027205575,0.05053259,0.0724998
115,0.004653807,0.16715688,0.051982585,-0.20382147
116,0.007996945,-0.028668454,0.047906157,0.10479575
117,0.0074235755,0.1657354,0.050002072,-0.17239645
118,0.010738283,-0.030065224,0.04655414,0.13563187
119,0.010136979,0.16436006,0.049266778,-0.1420081
120,0.01342418,0.35874307,0.046426617,-0.41875026
121,0.020599041,0.5531775,0.038051613,-0.696443
122,0.03166259,0.35754904,0.024122752,-0.39202836
123,0.038813572,0.16209319,0.016282184,-0.091838494
124,0.042055435,-0.033258304,0.014445415,0.20593667
125,0.04139027,-0.22858381,0.018564148,0.50314116
126,0.036818594,-0.42396244,0.028626971,0.80161613
127,0.028339343,-0.61946505,0.044659294,1.103165
128,0.015950043,-0.42495808,0.066722594,0.824821
129,0.0074508814,-0.6209261,0.083219014,1.1377208
130,-0.0049676406,-0.4269852,0.10597343,0.87225443
131,-0.013507345,-0.23345165,0.123418525,0.6146806
132,-0.018176379,-0.04025064,0.13571213,0.3632764
133,-0.01898139,-0.23701413,0.14297765,0.6954848
134,-0.023721673,-0.43379918,0.15688735,1.0295428
135,-0.032397658,-0.6306212,0.17747821,1.3670858
136,-0.045010082,-0.4381086,0.20481993,1.134758
137,0.0030939258,0.031992063,-0.032165635,-0.046129405
138,0.003733767,-0.16265424,-0.033088226,0.23623395
139,0.0004806822,-0.3572882,-0.028363546,0.518299
140,-0.006665082,-0.16177864,-0.017997567,0.2168148
141,-0.009900656,0.0335959,-0.013661271,-0.08149057
142,-0.009228737,0.228911,-0.015291083,-0.37845215
143,-0.0046505174,0.42424673,-0.022860125,-0.6759169
144,0.0038344173,0.22944976,-0.036378466,-0.3905181
145,0.008423412,0.42506865,-0.044188827,-0.6944452
146,0.016924785,0.62077475,-0.05807773,-1.0007051
147,0.02934028,0.8166228,-0.07809183,-1.3110471
148,0.045672737,0.6225718,-0.10431277,-1.0437934
149,0.058124173,0.8189125,-0.12518863,-1.3673159
150,0.07450242,1.0153593,-0.15253496,-1.6963894
151,0.09480961,0.8222907,-0.18646275,-1.4548208
152,0.029587137,-0.017055875,-0.013745573,-0.01614114
153,0.02924602,-0.21197803,-0.014068396,0.2721734
154,0.025006458,-0.40689644,-0.008624928,0.5603861
