,0
0,1
1,1
2,1
3,1
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,1
12,1
13,0
14,1
15,0
16,0
17,1
18,1
19,1
20,0
21,0
22,1
23,1
24,0
25,1
26,1
27,0
28,1
29,0
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,0
38,1
39,1
40,0
41,0
42,0
43,1
44,0
45,0
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,0
54,0
55,0
56,0
57,1
58,1
59,0
60,1
61,0
62,0
63,0
64,1
65,0
66,1
67,0
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,0
76,0
77,0
78,1
79,1
80,0
81,0
82,0
83,1
84,1
85,0
86,0
87,1
88,0
89,1
90,0
91,1
92,0
93,1
94,1
95,1
96,1
97,0
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,1
109,1
110,1
111,0
112,0
113,1
114,1
115,0
116,1
117,0
118,1
119,1
120,1
121,0
122,0
123,0
124,0
125,0
126,0
127,1
128,0
129,1
130,1
131,1
132,0
133,0
134,0
135,1
136,1
137,0
138,0
139,1
140,1
141,1
142,1
143,0
144,1
145,1
146,1
147,0
148,1
149,1
150,0
151,1
152,0
153,0
154,1
155,1
156,1
157,0
158,1
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,1
172,0
173,0
174,0
175,1
176,1
177,0
178,0
179,1
180,1
181,1
182,0
183,0
184,0
185,0
186,0
187,1
188,0
189,1
190,0
191,1
192,0
193,1
194,1
195,1
196,1
197,1
198,0
199,0
200,0
201,1
202,1
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,0
211,1
212,0
213,1
214,1
215,0
216,0
217,0
218,1
219,0
220,0
221,1
222,0
223,0
224,0
225,0
226,0
227,0
228,1
229,1
230,0
231,1
232,1
233,1
234,0
235,1
236,1
237,0
238,0
239,0
240,1
241,1
242,0
243,0
244,0
245,0
246,1
247,1
248,1
249,1
250,0
251,0
252,0
253,1
254,1
255,0
256,0
257,1
258,0
259,0
260,1
261,0
262,1
263,0
264,0
265,1
266,1
267,0
268,1
269,0
270,1
271,0
272,0
273,0
274,0
275,0
276,1
277,1
278,0
279,1
280,0
281,0
282,1
283,1
284,1
285,1
286,1
287,0
288,0
289,1
290,0
291,1
292,0
293,0
294,0
295,1
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,1
305,1
306,1
307,1
308,0
309,1
310,0
311,0
312,1
313,1
314,1
315,1
316,0
317,0
318,1
319,1
320,1
321,1
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,0
336,0
337,0
338,0
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,0
347,1
348,0
349,0
350,1
351,0
352,0
353,1
354,1
355,1
356,0
357,0
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,1
370,1
371,1
372,1
373,0
374,0
375,1
376,0
377,0
378,0
379,0
380,1
381,1
382,1
383,0
384,0
385,0
386,0
387,1
388,1
389,0
390,0
391,0
392,0
393,0
394,1
395,1
396,1
397,0
398,0
399,0
400,0
401,0
402,1
403,1
404,0
405,0
406,1
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,1
416,1
417,1
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,0
426,1
427,1
428,1
429,0
430,0
431,1
432,1
433,1
434,1
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,0
459,1
460,1
461,0
462,1
463,1
464,1
465,0
466,1
467,0
468,0
469,0
470,0
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,1
479,0
480,1
481,0
482,0
483,0
484,1
485,1
486,0
487,0
488,1
489,0
490,0
491,0
492,0
493,1
494,0
495,0
496,0
497,1
498,0
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,1
507,0
508,0
509,1
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,0
520,1
521,1
522,0
523,0
524,0
525,1
526,1
527,1
528,1
529,1
530,0
531,1
532,0
533,1
534,0
535,1
536,0
537,0
538,1
539,1
540,1
541,0
542,0
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,0
551,1
552,1
553,1
554,1
555,1
556,1
557,0
558,0
559,1
560,0
561,0
562,0
563,0
564,0
565,1
566,0
567,1
568,0
569,0
570,0
571,1
572,0
573,0
574,1
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,0
591,1
592,1
593,1
594,1
595,0
596,0
597,0
598,1
599,0
600,0
601,1
602,1
603,1
604,1
605,1
606,0
607,1
608,1
609,0
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,1
620,1
621,1
622,0
623,1
624,1
625,1
626,0
627,0
628,0
629,1
630,1
631,1
632,0
633,1
634,1
635,0
636,0
637,0
638,0
639,1
640,1
641,1
642,1
643,0
644,1
645,0
646,1
647,0
648,1
649,1
650,1
651,0
652,1
653,0
654,1
655,1
656,1
657,0
658,1
659,0
660,1
661,0
662,0
663,1
664,1
665,1
666,0
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,1
678,1
679,0
680,0
681,0
682,1
683,1
684,1
685,0
686,0
687,1
688,0
689,1
690,0
691,0
692,1
693,0
694,0
695,1
696,0
697,1
698,0
699,1
700,0
701,1
702,1
703,0
704,0
705,1
706,0
707,0
708,0
709,0
710,1
711,1
712,0
713,1
714,0
715,1
716,1
717,0
718,0
719,0
720,0
721,1
722,1
723,0
724,1
725,0
726,0
727,1
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,1
736,1
737,0
738,1
739,1
740,0
741,0
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,0
750,1
751,0
752,1
753,1
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,0
762,0
763,0
764,1
765,0
766,1
767,1
768,0
769,1
770,1
771,0
772,1
773,0
774,0
775,1
776,1
777,1
778,1
779,0
780,0
781,0
782,1
783,0
784,1
785,0
786,0
787,1
788,1
789,1
790,0
791,1
792,1
793,0
794,0
795,0
796,1
797,1
798,0
799,0
800,1
801,1
802,1
803,1
804,0
805,1
806,0
807,1
808,0
809,0
810,1
811,1
812,0
